102-0,102-1,102-2,102-3,102-4,116-1,116-2,116-3,116-4,119-1,119-2,120-0,120-1,120-2,133-0,133-1,133-2,133-3,133-4,148-1,148-1.5,149-1,149-2,161-1,161-1.5,161-2,161-2.5,175-0,175-1,175-1.5,175-2,175-3,175-4,103-1,103-2,103-3,103-4,121-1,121-2,123-1,123-2,123-3,123-4,134-0,134-1,150-1,150-1.5,150-2,150-2.5,150-3,150-4,162-1,162-2,162-2.5,163-0,163-1,163-1.5,176-1,176-1.5,176-2,176-2.5,176-3,176-4,134-1a,134-1b,134-1c,134-1d,134-1e,105-1,105-2,105-3,124-0,124-1,124-2,124-3,124-4,136-1,136-2,138-0,138-1,138-2,138-3,138-4,151-0,151-1,151-2,151-2.5,151-3,151-3.5,151-4,165-1,165-1.5,165-2,165-2.5,165-3,165-3.5,106-1,106-2,106-3,106-4,126-0,126-1,126-2,126-3,126-4,139-0,139-1,139-2,139-3,139-4,140-1,140-2,140-3,140-4,152-1,152-1.5,152-2,152-2.5,152-4,167-1,167-2,167-2.5,167-3,167-4,108-0,108-1,109-0,109-1,109-2,109-3,109-4,127-0,127-1,127-2,127-3,127-4,142-1,142-2,142-3,142-4,143-0,143-1,153-1,153-2,153-2.5,153-3,153-3.5,153-4,168-0,168-1,168-1.5,168-2,168-2.5,168-3,168-4,114-0,114-1,114-2,114-3,114-4,129-1,129-2,129-3,129-4,130-0,130-1,144-0,144-1,144-2,144-3,144-4,155-0,155-1,155-1.5,155-2,155-3,155-4,169-0,169-1,169-1.5,169-2,169-2.5,169-3,169-4,115-0,115-1,115-2,115-3,115-4,115-5,115-6,115-7,115-8,131-1,131-2,131-3,131-4,145-0,145-1,145-1.5,145-2,145-2.5,145-3,145-4,158-1,158-1.5,158-2,170-0,170-1,170-1.5,170-2,170-3,170-3.5,170-4,145-1a,145-1b,145-1c,145-1d,145-1e,132-0,132-1,132-2,132-3,132-4,132-5,132-6,132-7,132-8,146-0,146-1,147-1,147-2,147-2.5,147-3,147-4,160-1,160-1.5,160-2,160-3,160-3.5,160-4,171-1,171-2,171-3,171-4,174-1,174-2,174-2.5,174-3,174-4
"267,834","515,120","1,704,329","468,560","521,616","194,081","766,237","558,733","422,803",,,,,,,,,,,"427,984",,"128,315","923,067","1,030,777","867,016","604,679","693,427","320,716","61,178","95,175",,,,"808,430",,,,"1,143,986",,"312,279",,"128,710",,,,"1,087,905","1,112,647","2,250,763","1,946,322","2,488,503","2,939,085","929,915","586,863","72,089","560,624","290,697","623,164","557,869","417,182","1,887,628","1,352,136","1,191,945","347,763",,,,,,"419,722","174,696","223,653","1,432,906","90,064","547,031",,"277,311","136,512","613,319",,,,,,,,"95,905",,,"37,026",,,"96,703","112,179","88,885","307,816","155,215","2,014,782","1,692,964","1,170,278","855,601","450,335","347,191","737,948","915,715","776,787","355,209","42,602","320,242",,,"56,425","298,000",,,"279,047","322,045","1,059,678","771,392",,"286,152","343,446","357,141","1,677,199",,"935,853","2,154,553","277,231","598,336","306,960","509,327",,"475,933","375,429","638,103","1,236,116",,"454,516",,,,"375,712","579,421","483,285","575,346","516,803","441,067","457,341","339,207","1,083,403","205,974","258,635",,,"52,202",,"2,377,737","1,353,908",,,,,,,,"63,249","267,118",,"199,735",,,,,"875,208","1,018,525",,,,"1,331,680",,,"708,447","158,056",,,,"78,527",,,,"117,691","24,575","207,660",,"321,796","812,292","907,949","714,931","690,535","249,513","281,357",,,,,,,,"1,967,862","265,868","169,530","277,056","293,339","244,959",,"316,648","221,328","328,713","356,726","309,603","415,255","286,109","277,912","255,077","1,508,083","897,951","461,187","812,735","674,960","1,657,138",,"1,038,031","595,291","152,759","814,158","1,132,997","178,472","279,560","274,331",,,"726,696",,"920,039","1,017,319","1,014,485","1,183,169","1,219,595","1,474,088","704,423","688,373"
"870,940","776,061","1,199,848","263,558","344,830","366,244","1,011,961","569,481","253,845","1,988,021","1,924,277","79,259","107,033","73,439","430,456","291,110","331,669","456,414","247,545","395,875","34,145","322,104","362,513","663,476","612,388","318,283","422,762","370,008","141,901","172,974","308,244","222,587","240,618","678,928","273,325","181,198","293,506","510,544","272,557","257,542","525,010","360,023","527,454","134,989","303,705","980,626","1,151,521","991,460","885,067","1,025,261","1,132,715","532,327","457,144","181,207","385,789","186,717","777,177","1,556,630","1,312,545","886,305","595,937","1,502,197","386,817","256,917","335,929","327,758","294,944","319,090","1,030,759","477,833","471,616","2,679,888","440,312","1,031,968","1,040,398","327,327","291,631","457,533","8,243,469","415,678","595,505","391,561","382,908","51,407","61,421","114,627","94,794","149,233","40,344","84,721","149,836","370,879","452,914","397,425","383,068","523,528","1,611,472","1,962,948","1,038,352","935,248","237,690","135,971","474,181","733,686","397,893","459,848","856,677","400,599","461,703","375,083","469,593","636,062",,,"485,675","506,571","718,820","898,449","506,276","490,623","542,717","551,747","1,257,498","752,735","3,528,320","1,016,007","691,172","665,405","553,984","682,556","599,719","351,456","225,608","261,172","771,317","183,949","470,139","539,937","404,627","423,255","187,631","334,594","360,540","432,896","307,169","271,451","268,857","182,702","729,715","183,039","217,999","303,433","303,316","281,265","292,241","5,595,137","804,700","513,973","719,282","384,446","98,682","103,223",,,"125,868","504,729","655,380","311,770","485,460","145,751","415,423","2,350,595","841,817","943,356","1,326,830","2,352,393","2,640,662","922,287","398,684","482,935","492,656","472,067","324,725","186,225","34,261","359,711","517,750","602,690","341,022","599,087","476,551","492,811","333,527","242,541","576,684","740,314","532,290","189,204","328,811","282,017","397,015","400,763","228,781","441,987","145,801","275,567","172,688","1,507,598","691,907","277,829","192,568","414,859","363,624","314,044","426,336","518,979","449,354","463,755","445,745","182,017","331,117","262,465","1,419,394","1,374,779","1,158,587","558,466","876,275","562,643","1,510,035","617,298","372,858","274,199","437,872","408,483","449,976","134,103","214,798","288,218","514,630","675,021","592,108","338,206","309,551","503,280","477,370","636,065","580,947","836,529","467,107","358,108"
"120,756","766,004","300,114","634,507","450,205",,"590,695","561,875","271,623","517,427","803,674",,,,"183,896","189,536",,"143,640",,"2,404,858","59,858","234,107","293,057","77,082","143,820","310,854","179,275","15,520,238","45,464","1,084,945","774,515","666,835","419,057","883,098","205,750","211,793","296,525","458,405",,"428,543","185,873","174,704","136,099","468,421","293,395","91,184","167,972","289,135","424,285","264,631","506,655","505,455","287,845","182,409","3,044,302","588,453","2,364,273","116,889","1,099,146","450,994","576,321","710,168","101,517","303,424","312,131","252,515","258,845","229,989","815,884","766,924","48,569","1,240,475","37,363","542,377","187,369","125,371","56,011","1,164,695","4,789,567","162,361","312,806","313,789","213,384","187,163","167,515","264,506","153,197","745,440","301,520","324,171",,"52,253","242,362","93,643","361,656","333,171","282,146","499,529","868,039","1,097,633","2,289,543","4,355,714","2,689,100","4,006,283","1,314,284","196,670","419,901","432,517","348,897","221,940","583,900","2,256,353","1,449,199","1,774,573","486,227","235,401","859,765","1,315,525","2,295,640","199,467","95,489","88,421","729,330","3,048,672","316,668","333,585",,"523,821","260,909","444,626","316,915","1,176,062",,,"1,746,409",,"674,800","1,329,925","953,296","1,337,854","345,347","802,743","862,498","825,618","719,112","473,568","433,151","632,882","518,574","426,007","279,249","317,483","246,069","124,807","1,283,025","10,781,560","424,378",,"64,173",,"98,150","135,349",,"190,956","320,477","709,714","147,227",,"58,655","95,356",,"229,031","193,764","181,882",,"110,830","143,373","677,937",,"264,446","164,376","219,118",,,"553,395",,"170,681","301,181","94,805","198,809",,"147,486","252,589",,"307,889","470,864","775,799","226,011","130,502","290,530","213,328","316,077","159,070","270,373","138,306","378,598","370,510","2,387,941","268,092","584,006","99,103",,"178,970","60,374","299,798","408,090","349,129","276,024","237,339","1,621,332",,,,,"69,959","614,901","803,690","180,067","6,229,834","11,126,433","112,695","230,638","276,627","439,309","1,827,047",,,"395,222",,"52,068","722,728","348,745","1,593,525","4,197,766","217,651","481,255","807,426","966,511","1,028,299","782,400"
,,,,,,,,,,,,,,"1,085,740","4,147,245","5,226,213","8,392,414","3,067,781","7,881,934","40,425",,,"3,725,975","6,525,763","15,896,985","6,775,091",,,,,,,"31,808,900","26,547,012","19,297,372","39,413,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"497,243","90,637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"343,188","14,935,921","27,455,324","20,936,920","27,546,634","246,144","147,685","85,990","5,318,487","285,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,221,354","4,203,799","7,504,482","5,096,296","18,232,802","34,615,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,154,218","441,759","864,173","6,884,073","10,261,775","11,670,728","6,525,763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,296,634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,058,499","1,256,075",,,,,"910,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,928,788","2,138,979","1,337,193","333,679","277,122","126,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,184,521","4,077,508","353,731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,112,412","331,130","1,393,884","905,627","222,889","8,206,711","843,486","504,107","543,549","226,024","760,826",,"348,460",,"1,133,036","413,362","579,245","1,387,495","809,557","328,034",,"4,370,390","845,401","563,061","331,810","298,649","733,928",,"766,477","1,365,941","710,897","1,436,056","567,685","174,481","73,379","139,173",,"75,824","341,378","636,729","1,160,775",,,,"939,273","79,872","423,800","1,103,544","71,994","974,427","468,838","301,713","107,557","359,539",,"305,839",,"52,925","551,044","203,507","731,076",,"378,175","1,510,500","1,687,446","1,589,358","1,501,431","1,447,758","238,274",,"79,349","10,474,186","1,074,753","1,908,560","154,176",,"2,368,369","1,518,056",,"1,227,836","631,380","118,777","419,580",,"241,580","179,552","251,865","155,154",,,"137,035","1,276,287","1,907,574","474,116","348,108","314,972","112,557","774,143","143,771",,"323,342","8,772,368","3,844,970","241,545","1,133,850",,,,"124,665","189,875","554,762",,"881,238","1,694,081","1,438,583","965,494","582,604","478,156","308,143","782,688","475,816","2,051,296","389,437","341,200","328,231","759,232",,"908,208","221,148","254,703",,"99,726","29,443,304","6,177,835","17,283,612","829,986","1,438,271","2,690,736","1,033,481","774,568",,,,"527,946","88,558",,"90,411","139,269","384,374","625,474","321,887","125,237","150,504","583,309","317,906",,"444,488",,"762,027","496,870","585,080","183,464","839,219","1,433,033","63,432",,"242,317","436,006","928,335","217,713","1,977,481",,"1,039,184","1,023,966","433,454","529,773","510,300",,"20,117,042","2,337,555","2,861,100","1,351,983","509,847","212,517",,"1,443,518","194,293",,"389,099","103,704","225,994",,,"3,753,829","5,174,942","19,119,118","9,248,074","1,344,884","1,726,178","10,988,308","745,530",,,,"86,496",,,,"432,816","164,440","626,850","129,184",,"111,667","1,754,922","1,632,711","2,100,039","2,006,346","1,727,851",,,"380,013","551,287","135,819","677,654","113,953",,"84,888","554,519",,"1,616,432","6,712,131","5,768,930","779,291","5,301,002","114,160","82,985","144,446","486,966","301,261",,"236,329","301,865","179,410","88,601","1,046,866","560,563",,"382,755","1,333,800"
"6,246,344","3,494,337","1,531,915","11,731,768","3,271,111","573,440","4,126,247","2,502,281","1,362,560","9,679,489","1,017,183","4,148,917","1,727,208","4,452,977","5,224,078","15,858,809","2,430,281","4,305,386","5,090,934","7,144,771","3,203,761","624,227","338,444","8,181,734","7,066,300","7,534,015","2,237,106","23,455,524","3,886,718","3,323,042","6,889,225","6,961,778","13,133,116","5,871,959","8,065,817","3,317,001","3,266,460",,"721,241","4,040,251","6,759,669","2,706,394","3,749,747","1,929,705","5,035,573","639,983","387,346","283,998","939,383","822,762","850,985","860,043","477,087","559,261","5,866,592","29,317,526","2,730,388","2,537,727","4,241,895","10,017,193","3,236,397","6,217,971","4,457,980","4,928,587","4,552,992","4,564,913","5,199,017","4,982,427","1,174,407","801,467","741,185",,,,,"45,568","2,751,551","8,759,992","1,390,132","2,603,540","4,531,610","4,972,441","2,585,888","10,399,306","3,494,337","16,898,388","10,821,131","5,590,894","10,762,880","3,526,459","3,926,310","13,599,379","1,620,858","450,854","10,956,256","2,414,539","2,385,640","661,990","5,154,028","1,291,069","2,096,617","2,265,380","3,496,859","3,493,697","987,824","1,521,088","1,029,762","2,653,555","2,082,962","1,733,079","9,510,182","16,054,225","26,279,116","14,291,187","821,111",,,"2,669,467","717,269","2,412,983","471,407","1,080,784","1,978,865","12,539,930",,"820,347",,"114,126",,,,"2,337,061","1,553,130","2,102,981","4,700,629","3,488,742","12,930,209","298,625",,"479,041","1,392,729","2,776,227","4,100,567","3,876,289","4,694,372","2,253,330","5,735,411","4,103,162","5,066,562","6,776,214","5,688,470","2,824,287","1,660,485","4,441,073","16,952,820","1,001,729","8,372,034","7,016,702","2,810,872","16,950,842","2,946,173","445,027","946,515","9,147,854","448,469","3,993,581","475,703",,"1,357,345",,"293,036","3,323,042","6,938,963","4,543,114","856,404","2,932,027","851,286","393,006","1,507,111","1,969,600","1,448,269","2,470,331","986,285","3,841,401","4,192,027","806,686","5,709,804","2,006,669","4,101,684","2,757,891","1,694,892","2,385,720","1,878,105","701,993","3,499,890","2,206,507","1,935,483","2,933,979","7,143,804","5,191,889","8,482,912","11,120,449","2,166,427","3,771,068","8,163,851","2,839,110","5,448,618","950,701","5,253,296","4,473,057","23,690,668","20,585,998","5,939,030","11,942,548","6,630,021","7,175,496","6,538,642","6,987,441","7,465,272","5,155,526","36,473,184","6,654,512","12,248,886","7,397,441","26,676,518","12,537,982","46,561,924","9,413,039","2,654,882","2,756,630",,"1,190,467","938,627","4,025,709","773,841","2,221,165","1,366,170","2,442,209","504,463","6,871,299","4,029,091","623,781","1,294,738","350,744","458,841","662,057","3,561,361","6,690,779","1,513,392","5,865,300"
"547,465","602,232","64,726","1,312,422","376,339","533,487","658,134","838,826","622,774","550,089","517,717","139,201","547,582","797,543","901,977","1,259,566","886,920","1,193,973","519,674","1,256,301","693,396","357,824","336,515","353,660","140,389","685,379","384,440","2,333,644","767,630","776,095","946,086","793,131","1,581,094","138,385","122,740","215,571",,"143,920",,"1,231,306","1,159,867","1,176,388","2,594,074","640,138","987,501","670,282","404,404","589,552","677,126","456,543","744,608","562,310","139,812","288,824","1,170,961","1,207,937","413,169","848,378","718,510","723,030","1,019,590","650,405","315,881","1,139,718","1,175,317","1,129,702","1,177,378","1,126,794",,,,"764,318",,,,,"582,143","324,397","693,348","3,243,745","531,727","485,060","766,966","943,049","1,232,702","989,389","1,005,487","686,074","697,704","1,258,321",,"165,671","122,819",,,"264,107","181,000","130,201","550,859","590,098","395,597","1,664,754","1,539,638","1,756,022","901,494","644,517","651,960","781,101","945,995","1,285,420","124,411","300,515","430,603","223,235",,"333,671",,,,"939,600","238,335","298,159","280,388","746,893","197,725","677,366","140,380","97,762",,,"99,907","1,739,290","1,328,386","1,127,076","1,967,007","670,042",,"479,306","72,699",,"1,690,511","2,108,231","375,954",,"143,897",,,,,"1,121,033","972,881","1,235,006","763,200","453,370","1,231,236","592,954","1,604,132","1,023,750","722,299","482,910","276,444",,,,"357,250","616,911","121,750","254,961","234,081","206,489","219,923","1,554,040","263,811","664,289","569,755","1,479,495","1,561,684","375,028","370,710","317,119","368,794","420,727",,"179,664","4,095,823","267,048","531,875","752,906","1,052,000","1,145,406","413,834","576,651","347,787",,,,,"1,204,116","429,778","1,511,006","1,911,708","827,147","1,081,846","1,472,155","527,070","315,624","436,114","1,155,203","2,546,593","2,710,758","2,316,230","3,031,990","3,942,849","3,714,623","921,732","1,013,326","467,046","502,647","958,200",,"1,375,799","869,603","789,320","464,577","2,080,060","903,549","331,850","566,322","4,588,380","2,407,530",,"444,528","284,782","95,085","304,842","1,206,032","1,319,743","1,887,788","141,707","541,094","1,716,028",,"2,011,059","972,284",,"90,701",,"219,419",,
"88,428,984","641,484","3,723,933","1,383,028","4,640,050","11,543,464","493,965,472","1,508,766,720","8,956,995","2,895,427","6,438,597","4,323,933","1,003,984","1,317,374","253,832,528","2,329,659","8,310,873","11,275,508","6,679,966","12,389,621","171,038","432,594","3,454,496","801,197","541,711","221,701","440,469","3,712,736","439,260","649,361","5,384,805","7,126,527","5,495,351","1,109,725","1,860,138","2,847,843","5,116,305","4,911,878","397,532","2,298,639","9,755,491","10,115,094","7,267,254","7,925,415","33,582,144","428,903","533,028","8,690,384","5,494,554","9,089,545","8,219,746","20,494,464","20,591,752","560,539,136","1,478,271","9,504,773","2,953,862","233,555","2,982,443","4,020,450","3,808,525","5,203,616","4,605,100","39,469,976","37,492,884","43,272,724","44,724,812","40,774,272",,"6,273,711","272,028","1,767,197","11,916,486","13,540,774","17,385,616","3,365,025","642,522","2,406,990","4,241,290","10,258,333","3,110,487","7,422,929","7,594,428","3,617,342","3,487,393","3,645,382","11,762,144","9,272,327","6,307,211","4,247,757","17,122,870","15,396,866","17,772,320","9,004,049","18,039,672","33,262,752","1,047,464","5,519,290","2,982,174","4,144,423","3,602,272","796,883,968","716,269,952","792,455,040","1,317,064,192","1,258,085","3,255,176","3,786,850","7,378,155","5,747,531","19,264,160","18,761,430","21,688,142","28,722,596","10,503,150","8,713,675","8,746,434","16,665,141","78,378,336","616,001","2,050,501","354,979","4,698,793","8,104,626","3,174,680","1,174,125","1,744,740,736","1,578,022","9,496,956","6,645,820","5,462,618","1,833,224","15,795,116","7,112,669","1,178,507","2,842,720","19,121,962","11,289,890","37,210,044","39,935,752","1,438,515","791,010","1,981,885","3,858,679","1,997,790","949,347","2,876,335","2,979,658","24,645,042","5,632,328","6,859,207","5,568,652","5,868,392","5,469,928","16,011,253","149,668","13,321,065","4,875,761","6,697,039","1,430,555","923,720","16,109,246","6,429,480","4,197,502","3,223,631","27,528,578","9,266,963","641,111","7,208,334","6,806,522","6,360,386","7,759,479","640,107","1,164,558","2,046,188","3,808,865","3,946,722","3,396,775","377,307","370,534","5,009,077","6,328,764","7,278,251","10,872,249","181,576","781,889","2,815,512","5,899,540","7,207,880","5,750,059","8,514,693","8,002,353","6,806,088","344,327","949,490","807,595","2,424,591","4,338,389","21,835,404","11,285,383","180,389,280","13,719,818","42,680,540","9,830,103","2,623,944","7,374,195","15,064,658","4,083,271","482,311","140,448","377,098","3,369,201","3,410,450","2,658,096","24,699,612","24,737,846","24,478,986","25,935,272","24,469,476","125,686,440","42,708,952","27,332,314","82,563,760","23,756,874","49,219,720","56,199,428","16,859,490","23,295,040","983,333","147,246,096","7,466,283","6,369,728","16,495,986","106,677,328","683,405,952","357,654","419,820","1,223,861","4,526,238","4,267,545","1,323,756","1,899,583","5,422,751","23,964,054","4,319,672","155,357","5,185,664","3,590,488","2,238,913","5,111,486"
"3,748,966","312,221","626,329","1,206,483","544,098","676,373","307,990","359,747","235,718","568,850","403,977","1,975,427","892,353","489,432","223,757","303,135","410,191","350,536","182,809","193,980","1,103,116","121,159","91,494","149,355","117,320","237,253","303,125","2,138,471","284,183","291,717","285,926","508,090","197,501","359,432","614,986","524,220","277,504","788,011","4,959,932","139,654","598,044","420,803","252,592","507,999","221,187","970,851","422,395","543,486","341,457","581,565","634,817","399,140","105,542","1,071,300","806,284","62,943","5,533,481","1,105,793","4,018,687","463,704","1,397,671","321,719","79,137","150,222","228,880","235,055","175,959","157,551","361,554","2,598,231","2,676,936","3,590,823","558,986","2,441,189","623,008","1,918,190","470,948","287,264","2,060,518","496,291","120,093","158,926","162,624","169,955","340,488","245,932","196,869",,"240,293","655,006","2,193,470","547,718","133,192","289,570","388,302","606,949","349,019","434,991","192,127","326,212","1,062,075","660,318","240,079","304,878","255,257","3,109,243","414,602","704,625","585,927","704,170","940,178","248,864","393,774","438,399","345,048","574,349","290,536","506,087","632,344","5,258,834","5,799,745","7,795,914","290,355","432,187","1,419,720","99,902","2,570,608","418,512","512,149","413,528","263,473","292,132","148,380",,"339,568","115,628","490,931","241,498","230,128","434,119","1,277,076","1,306,774","306,277","117,783","526,747","49,611","200,468","191,411","665,810","484,200","451,679","602,269","1,068,399","332,413","194,168","61,950,080","192,873","297,819","330,515","79,023","335,987","128,555","159,282","198,351","325,153","533,552","733,523","276,985","469,697","636,706","344,858","1,380,238","92,309","114,989","427,935","490,602","339,761","1,558,772","418,380","315,805","188,563","320,667","394,841","488,147","1,245,958","233,745","304,540","750,146","281,441","1,063,651","377,972","589,941","156,171","287,600","245,593","314,835","224,257","2,077,752","1,016,032","557,151","1,076,412","524,605","196,195","247,329","356,237","228,391","602,303","4,181,628","1,574,978","3,430,781","1,543,649","856,928","282,883","555,051","1,200,238","1,358,034","1,302,566","1,337,969","1,288,620","137,156","1,556,319","82,404","135,532","500,962","98,680","110,841","306,986","162,680","1,078,037","546,220","421,146","544,574","510,159","1,457,134","414,602","1,144,231","526,866","236,080","309,418","416,394","2,053,372","1,167,754","738,299","2,164,309","257,983","339,386","356,214","318,165","541,331","324,962"
"111,100,576","7,583,866","5,152,619","34,608,148","3,739,677","3,878,333","3,145,571","12,796,622","9,384,872","18,897,256","9,908,855","71,894,224","77,090,312","11,919,543","8,142,567","9,687,102","27,285,378","10,194,416","4,120,615","90,610,760","44,330,644","17,555,946","57,033,164","118,930,656","83,358,920","12,839,680","6,349,555","269,741,792","17,682,260","16,572,105","13,951,724","18,609,140","14,730,877","33,818,876","19,771,194","34,405,652","11,368,680","36,377,056","157,120,128","86,785,136","17,556,024","9,850,095","24,762,816","8,709,634","11,734,937","9,827,927","13,549,553","24,121,158","45,140,072","47,535,864","57,530,796","10,474,066","33,353,748","14,793,135","248,587,984","16,818,440","201,834,592","28,476,454","57,951,164","50,972,696","84,579,320","39,444,652","8,645,205","16,845,836","11,073,934","12,477,595","13,606,841","10,516,024","12,548,479","55,658,432","32,387,232","282,443,328","155,952,192","261,794,240","16,412,787","65,708,728","40,139,712","46,818,932","351,443,520","28,123,440","8,340,381","52,250,788","213,926,480","70,125,808","23,107,748","15,325,436","30,925,974","75,025,712","145,696,944","109,230,576","22,644,128","27,590,786","9,788,201","14,671,539","37,572,924","37,548,188","25,310,898","32,229,486","34,447,544","27,926,074","135,512,336","39,391,884","27,591,902","25,459,978","21,232,238","104,366,056","28,123,914","98,942,328","64,905,972","62,193,120","10,151,694","34,885,396","14,384,999","23,204,354","63,132,056","40,363,648","4,095,310","12,809,707","32,143,400","62,360,316","32,648,528","48,379,604","54,890,344","91,944,424","19,931,138","42,247,904","244,742,656","40,935,360","11,679,412","6,014,611","5,971,470","35,645,068","10,603,236","15,929,790","30,900,164","8,560,890","59,898,732","56,053,976","4,489,145","66,357,872","13,912,770","25,165,764","67,768,000","34,158,364","74,249,280","7,817,802","31,383,936","77,621,624","12,321,804","24,598,562","77,710,464","5,795,979","32,876,196","21,007,712",,"68,418,232","37,811,136","8,865,673","12,203,518","6,072,033","13,119,668","9,712,783","4,002,489",,"10,283,213","13,051,124","65,741,544","13,640,387","5,056,794","20,840,522","4,501,966","98,092,792","10,323,168","29,282,218","5,193,489","12,856,253","2,084,347","44,996,528","14,066,156","7,422,437","19,707,952","35,078,900","10,938,797","16,522,687","251,373,728","17,026,802","14,857,716","29,455,678","10,267,322","15,725,678","7,943,120","15,808,117","7,093,459","5,339,889","10,095,753","25,994,876","65,430,688","149,236,048","305,070,176","116,296,368","354,038,560","212,122,096","23,395,738","135,769,136","22,859,408","343,291,104","20,004,018","17,094,770","48,262,196","65,300,112","175,191,456","33,784,828","24,021,460","33,311,026","307,546,496","370,277,568","394,896,768","369,782,112","406,680,608","38,003,652","227,089,424","30,757,354","11,307,069","15,686,030","17,824,266","90,839,336","181,221,440","66,998,400","3,772,565,248","18,940,336","53,614,740","426,979,520","117,055,560","151,040,976","124,477,416","18,281,214","26,834,944","19,740,174","38,423,960","39,018,308","184,528,320","28,643,494","10,718,653","130,714,136","6,597,920","27,603,858","40,909,904","16,514,963","53,978,536","56,756,808"
